"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"02000","1","54","54","0","2024","1","",25,708,713,720,19551859,0,0,2107,"",8.82,4.98,4.91,4.93,5.91,0.00,0.00,1.20,"",0,0.0,-5,-0.7,3,0.4,11,1.6,1097256,5.9,0,0.0,0,0.0,109,5.5
"02000","3","54","54","0","2024","1","",2,9,10,8,113125,113125,1809,967,"",0.77,0.21,0.22,0.18,0.13,0.75,1.23,0.65,"",0,0.0,1,12.5,-3,-23.1,-4,-33.3,-28877,-20.3,-28877,-20.3,-1418,-43.9,-26,-2.6
"02000","5","54","54","0","2024","1","",3103,13427,13684,13832,303650805,269048437,4092168,1711,"",0.88,0.62,0.61,0.62,0.46,0.69,0.66,0.75,"",157,5.3,427,3.3,535,4.1,614,4.6,29742411,10.9,26210330,10.8,-598799,-12.8,105,6.5
"02013","1","54","74","0","2024","1","",1,1,1,1,20949,0,0,1611,"",89.67,1.18,1.12,1.16,1.17,0.00,0.00,1.02,"",0,0.0,0,0.0,0,0.0,0,0.0,1391,7.1,0,0.0,0,0.0,107,7.1
"02013","3","54","74","0","2024","1","",1,2,3,2,11416,11416,171,376,"",97.35,7.69,10.90,7.54,2.47,9.64,13.89,0.28,"",0,0.0,-1,-33.3,0,0.0,-1,-33.3,-7979,-41.1,-7979,-41.1,-236,-58.0,-121,-24.3
"02013","5","54","74","0","2024","1","N",1,0,0,0,0,0,0,0,"N",0.07,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02016","1","54","74","0","2024","1","",1,5,6,6,140625,0,0,1909,"",55.05,3.39,3.06,3.01,3.02,0.00,0.00,0.97,"",0,0.0,2,66.7,3,100.0,3,100.0,61593,77.9,0,0.0,0,0.0,-117,-5.8
"02016","5","54","74","0","2024","1","N",5,0,0,0,0,0,0,0,"N",0.22,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02020","1","54","74","0","2024","1","",4,506,508,515,14009850,0,0,2114,"",3.98,7.74,7.69,7.78,8.89,0.00,0.00,1.15,"",0,0.0,-2,-0.4,0,0.0,9,1.8,929927,7.1,0,0.0,0,0.0,131,6.6
"02020","5","54","74","0","2024","1","",1335,8687,8802,8912,204040241,177387861,2687446,1784,"",1.07,0.87,0.87,0.88,0.66,0.98,0.93,0.75,"",73,5.8,324,3.9,342,4.0,399,4.7,19202184,10.4,17640758,11.0,-481751,-15.2,100,5.9
"02050","3","54","74","0","2024","1","",1,7,7,6,101709,101709,1638,1174,"",31.37,7.85,7.66,6.66,8.09,45.70,74.60,1.10,"",0,0.0,2,40.0,-3,-30.0,-3,-33.3,-20898,-17.0,-20898,-17.0,-1182,-41.9,-5,-0.4
"02050","5","54","74","0","2024","1","N",9,0,0,0,0,0,0,0,"N",0.21,0,0,0,0,0,0,0,"N",2,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02060","1","54","74","0","2024","1","",1,1,1,1,15198,0,0,1169,"",71.89,4.50,4.32,4.20,2.65,0.00,0.00,0.61,"",0,0.0,0,0.0,0,0.0,0,0.0,1839,13.8,0,0.0,0,0.0,141,13.7
"02060","5","54","74","0","2024","1","N",4,0,0,0,0,0,0,0,"N",0.23,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02063","5","54","74","0","2024","1","",11,55,53,52,822525,535817,8043,1186,"",0.20,0.27,0.25,0.24,0.12,0.12,0.11,0.48,"",0,0.0,2,3.8,2,3.9,2,4.0,28111,3.5,22182,4.3,-1521,-15.9,-4,-0.3
"02066","5","54","74","0","2024","1","N",3,0,0,0,0,0,0,0,"N",0.15,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02068","5","54","74","0","2024","1","N",11,0,0,0,0,0,0,0,"N",0.53,0,0,0,0,0,0,0,"N",1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02070","5","54","74","0","2024","1","N",5,0,0,0,0,0,0,0,"N",0.23,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02090","1","54","74","0","2024","1","",8,123,122,123,3189658,0,0,2000,"",28.90,7.62,7.42,7.43,9.04,0.00,0.00,1.21,"",1,14.3,2,1.7,4,3.4,3,2.5,182936,6.1,0,0.0,0,0.0,67,3.5
"02090","5","54","74","0","2024","1","",262,1207,1224,1216,22308371,21456430,324906,1412,"",0.76,0.49,0.48,0.48,0.32,0.58,0.55,0.66,"",30,12.9,-12,-1.0,-20,-1.6,-11,-0.9,481290,2.2,315669,1.5,-60253,-15.6,47,3.4
"02100","5","54","74","0","2024","1","N",5,0,0,0,0,0,0,0,"N",0.22,0,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02105","5","54","74","0","2024","1","N",1,0,0,0,0,0,0,0,"N",0.05,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02110","1","54","74","0","2024","1","",1,3,3,3,96706,0,0,2480,"",7.58,0.40,0.40,0.39,0.60,0.00,0.00,1.51,"",0,0.0,1,50.0,1,50.0,1,50.0,46395,92.2,0,0.0,0,0.0,545,28.2
"02110","5","54","74","0","2024","1","",123,509,521,502,8699194,8486041,132178,1310,"",0.75,0.45,0.45,0.43,0.27,0.57,0.56,0.62,"",7,6.0,-64,-11.2,-59,-10.2,-77,-13.3,-477816,-5.2,-471564,-5.3,-21530,-14.0,87,7.1
"02122","1","54","74","0","2024","1","",2,14,15,14,411983,0,0,2211,"",7.56,1.57,1.66,1.52,2.30,0.00,0.00,1.46,"",0,0.0,0,0.0,1,7.1,0,0.0,28193,7.3,0,0.0,0,0.0,102,4.8
"02122","5","54","74","0","2024","1","",175,526,539,539,11555963,7931799,125244,1663,"",0.53,0.38,0.39,0.38,0.33,0.41,0.41,0.85,"",7,4.2,19,3.7,33,6.5,30,5.9,3810202,49.2,1931341,32.2,4765,4.0,489,41.7
"02130","1","54","74","0","2024","1","",1,5,5,5,107218,0,0,1650,"",14.28,1.78,1.75,1.73,1.89,0.00,0.00,1.08,"",0,0.0,-2,-28.6,-3,-37.5,-2,-28.6,-85098,-44.2,0,0.0,0,0.0,-367,-18.2
"02130","5","54","74","0","2024","1","",26,103,107,108,1318207,1281848,19575,957,"",0.30,0.24,0.24,0.24,0.12,0.24,0.22,0.49,"",2,8.3,-7,-6.4,-7,-6.1,-5,-4.4,-76221,-5.5,-85387,-6.2,-5118,-20.7,2,0.2
"02150","1","54","74","0","2024","1","",1,20,20,20,536061,0,0,2062,"",18.47,8.46,7.55,7.49,11.09,0.00,0.00,1.42,"",0,0.0,-3,-13.0,-3,-13.0,-3,-13.0,-38672,-6.7,0,0.0,0,0.0,140,7.3
"02150","5","54","74","0","2024","1","N",23,0,0,0,0,0,0,0,"N",0.34,0,0,0,0,0,0,0,"N",-4,-14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02164","5","54","74","0","2024","1","N",1,0,0,0,0,0,0,0,"N",0.06,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02170","1","54","74","0","2024","1","",1,18,19,19,663785,0,0,2735,"",3.13,1.39,1.45,1.44,2.84,0.00,0.00,1.99,"",0,0.0,0,0.0,1,5.6,1,5.6,-20813,-3.0,0,0.0,0,0.0,-191,-6.5
"02170","5","54","74","0","2024","1","",282,832,849,850,13834126,13103201,200447,1261,"",0.71,0.42,0.42,0.42,0.30,0.41,0.40,0.71,"N",21,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02180","5","54","74","0","2024","1","N",7,0,0,0,0,0,0,0,"N",0.17,0,0,0,0,0,0,0,"N",-1,-12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02185","1","54","74","0","2024","1","",1,2,2,2,60524,0,0,2328,"",39.18,0.38,0.37,0.36,0.25,0.00,0.00,0.67,"",0,0.0,0,0.0,0,0.0,0,0.0,7910,15.0,0,0.0,0,0.0,304,15.0
"02185","5","54","74","0","2024","1","",18,325,405,483,13876535,13390702,201984,2640,"",0.57,0.41,0.48,0.56,0.29,0.36,0.34,0.59,"",3,20.0,40,14.0,106,35.5,165,51.9,2701636,24.2,2849897,27.0,34232,20.4,-219,-7.7
"02188","5","54","74","0","2024","1","N",1,0,0,0,0,0,0,0,"N",0.05,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02195","1","54","74","0","2024","1","",1,1,1,1,34243,0,0,2634,"",52.09,1.94,1.84,1.86,4.34,0.00,0.00,2.31,"",0,0.0,-1,-50.0,-1,-50.0,-1,-50.0,-27327,-44.4,0,0.0,0,0.0,266,11.2
"02195","5","54","74","0","2024","1","",9,16,17,18,270250,270250,4068,1223,"",0.38,0.20,0.20,0.22,0.17,0.44,0.41,0.83,"",4,80.0,3,23.1,3,21.4,5,38.5,97441,56.4,97441,56.4,1239,43.8,226,22.7
"02198","5","54","74","0","2024","1","N",3,0,0,0,0,0,0,0,"N",0.09,0,0,0,0,0,0,0,"N",-2,-40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02220","1","54","74","0","2024","1","",1,3,4,4,98433,0,0,2065,"",21.69,1.70,2.20,2.12,3.03,0.00,0.00,1.50,"",0,0.0,1,50.0,2,100.0,2,100.0,30146,44.1,0,0.0,0,0.0,-561,-21.4
"02220","5","54","74","0","2024","1","",25,63,68,70,819710,819710,12462,941,"",0.44,0.23,0.24,0.24,0.13,0.28,0.27,0.53,"",3,13.6,-1,-1.6,2,3.0,3,4.5,121569,17.4,121569,17.4,-1055,-7.8,123,15.0
"02230","5","54","74","0","2024","1","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02240","5","54","74","0","2024","1","",33,202,208,209,5414507,5373448,82084,2019,"",0.90,0.93,0.95,0.96,0.67,0.96,0.93,0.71,"N",4,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02275","5","54","74","0","2024","1","",4,12,11,10,102577,102577,1550,717,"",0.27,0.24,0.22,0.20,0.09,0.28,0.27,0.42,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02290","5","54","74","0","2024","1","N",2,0,0,0,0,0,0,0,"N",0.06,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02999","1","54","74","0","2024","1","",1,6,6,6,166626,0,0,2136,"",4.43,4.37,4.26,4.28,4.03,0.00,0.00,0.94,"",0,0.0,-2,-25.0,-1,-14.3,-1,-14.3,-576,-0.3,0,0.0,0,0.0,382,21.8
"02999","5","54","74","0","2024","1","",719,748,738,723,17488368,16220349,251254,1827,"",2.56,3.56,3.41,3.38,2.14,2.98,2.81,0.62,"",4,0.6,3,0.4,6,0.8,-31,-4.1,-423026,-2.4,-476826,-2.9,-79968,-24.1,-26,-1.4
"04000","1","54","54","0","2024","1","",19,150,151,151,3815618,0,0,1948,"",0.72,0.10,0.10,0.10,0.11,0.00,0.00,1.10,"",0,0.0,-7,-4.5,-8,-5.0,-6,-3.8,71920,1.9,0,0.0,0,0.0,122,6.7
"04000","2","54","54","0","2024","1","N",2,0,0,0,0,0,0,0,"N",0.15,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04000","3","54","54","0","2024","1","",29,313,314,321,6372661,147277,3951,1551,"",1.20,0.69,0.69,0.70,0.72,0.18,0.65,1.04,"",1,3.6,13,4.3,10,3.3,16,5.2,459002,7.8,36334,32.8,2360,148.3,50,3.3
"04000","5","54","54","0","2024","1","",40618,177902,179012,178140,4574418183,1404195780,19414018,1973,"",1.24,0.79,0.78,0.78,0.68,0.67,0.75,0.86,"",3675,9.9,3656,2.1,3459,2.0,3685,2.1,301783458,7.1,18444375,1.3,2079138,12.0,92,4.9
"04001","5","54","74","0","2024","1","N",37,0,0,0,0,0,0,0,"N",0.40,0,0,0,0,0,0,0,"N",1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04003","1","54","74","0","2024","1","",4,17,17,17,380506,0,0,1722,"",13.15,1.05,1.05,1.05,1.25,0.00,0.00,1.19,"",0,0.0,-2,-10.5,-2,-10.5,-3,-15.0,-214,-0.1,0,0.0,0,0.0,207,13.7
"04003","5","54","74","0","2024","1","",307,2825,2749,2689,59553661,21227830,189302,1663,"",0.81,1.14,1.10,1.08,0.99,1.23,1.18,0.89,"",31,11.2,321,12.8,195,7.6,97,3.7,5358505,9.9,1502980,7.6,-6345,-3.2,28,1.7
"04005","1","54","74","0","2024","1","",1,20,21,19,534494,0,0,2056,"",2.08,0.68,0.71,0.63,1.09,0.00,0.00,1.63,"",0,0.0,-2,-9.1,-1,-4.5,-4,-17.4,14445,2.8,0,0.0,0,0.0,265,14.8
"04005","3","54","74","0","2024","1","N",1,0,0,0,0,0,0,0,"N",2.26,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04005","5","54","74","0","2024","1","",505,1704,1721,1762,24792704,11069914,140897,1103,"",0.84,0.38,0.38,0.38,0.26,0.33,0.42,0.68,"",47,10.3,87,5.4,73,4.4,93,5.6,2142216,9.5,397174,3.7,7949,6.0,44,4.2
"04007","3","54","74","0","2024","1","N",1,0,0,0,0,0,0,0,"N",8.18,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04007","5","54","74","0","2024","1","",114,941,945,968,13912260,6576449,119987,1125,"",0.69,0.86,0.85,0.87,0.54,0.74,1.55,0.63,"",14,14.0,653,226.7,633,202.9,664,218.4,10267191,281.7,4617946,235.8,84624,239.3,195,21.0
"04009","5","54","74","0","2024","1","",38,198,216,217,2923593,1505815,26196,1069,"",0.42,0.27,0.29,0.29,0.17,0.29,0.57,0.58,"",3,8.6,-3,-1.5,3,1.4,2,0.9,245388,9.2,9243,0.6,11588,79.3,86,8.7
"04011","5","54","74","0","2024","1","N",2,0,0,0,0,0,0,0,"N",0.12,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04012","1","54","74","0","2024","1","",1,2,2,2,29298,0,0,1127,"",21.11,0.69,0.68,0.68,0.61,0.00,0.00,0.90,"",0,0.0,0,0.0,0,0.0,0,0.0,2258,8.4,0,0.0,0,0.0,87,8.4
"04012","5","54","74","0","2024","1","",16,28,31,31,373047,182145,2352,957,"",0.27,0.06,0.07,0.07,0.04,0.05,0.05,0.59,"",3,23.1,0,0.0,4,14.8,3,10.7,-269534,-41.9,20910,13.0,-3158,-57.3,-830,-46.4
"04013","1","54","74","0","2024","1","",3,28,28,30,777420,0,0,2086,"",0.18,0.03,0.03,0.03,0.03,0.00,0.00,1.12,"",0,0.0,-4,-12.5,-6,-17.6,-3,-9.1,-64619,-7.7,0,0.0,0,0.0,123,6.3
"04013","2","54","74","0","2024","1","N",2,0,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04013","3","54","74","0","2024","1","",16,172,176,181,4039466,119872,2966,1762,"",1.04,0.54,0.54,0.56,0.61,0.20,0.70,1.12,"",2,14.3,17,11.0,16,10.0,18,11.0,392336,10.8,43834,57.6,1724,138.8,1,0.1
"04013","5","54","74","0","2024","1","",26389,134387,135239,134581,3584054847,1070484594,14309998,2046,"",1.27,0.84,0.84,0.84,0.71,0.69,0.80,0.85,"",2180,9.0,2879,2.2,2565,1.9,2755,2.1,258993412,7.8,17846467,1.7,2097671,17.2,108,5.6
"04015","3","54","74","0","2024","1","N",2,0,0,0,0,0,0,0,"N",3.70,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04015","5","54","74","0","2024","1","",422,1172,1169,1152,17513902,8310695,157127,1157,"",0.58,0.30,0.29,0.29,0.21,0.24,0.43,0.73,"",49,13.1,-653,-35.8,-676,-36.6,-623,-35.1,-13959699,-44.4,-5587922,-40.2,-333187,-68.0,-177,-13.3
"04017","5","54","74","0","2024","1","",166,459,481,476,6758092,3365421,32171,1101,"",0.58,0.23,0.24,0.24,0.17,0.27,0.22,0.73,"",7,4.4,-20,-4.2,-10,-2.0,-14,-2.9,348667,5.4,7470,0.2,-21906,-40.5,88,8.7
"04019","1","54","74","0","2024","1","",3,48,48,48,1248668,0,0,2001,"",1.09,0.27,0.27,0.27,0.35,0.00,0.00,1.31,"",0,0.0,1,2.1,2,4.3,3,6.7,90256,7.8,0,0.0,0,0.0,64,3.3
"04019","3","54","74","0","2024","1","",5,24,21,23,470337,27405,985,1596,"",1.97,0.44,0.38,0.42,0.51,0.33,1.92,1.24,"",0,0.0,-1,-4.0,-4,-16.0,-1,-4.2,-58464,-11.1,500,1.9,796,421.2,-53,-3.2
"04019","5","54","74","0","2024","1","",3900,18137,18307,18274,390027946,136691626,1636012,1645,"",1.14,0.66,0.67,0.67,0.56,0.62,0.75,0.83,"",287,7.9,-225,-1.2,97,0.5,200,1.1,7240352,1.9,-2895616,-2.1,69992,4.5,28,1.7
"04021","3","54","74","0","2024","1","N",2,0,0,0,0,0,0,0,"N",3.74,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04021","5","54","74","0","2024","1","",617,1616,1643,1624,37185152,12148197,178922,1757,"",0.85,0.30,0.30,0.30,0.29,0.29,0.38,0.95,"",139,29.1,324,25.1,325,24.7,297,22.4,6865580,22.6,2391022,24.5,58894,49.1,-20,-1.1
"04023","5","54","74","0","2024","1","",72,183,184,188,2303173,1196933,20973,958,"",0.40,0.19,0.19,0.20,0.11,0.16,0.12,0.56,"",4,5.9,5,2.8,-5,-2.6,11,6.2,255417,12.5,-53441,-4.3,942,4.7,89,10.2
"04025","5","54","74","0","2024","1","",952,2172,2199,2200,37501301,15666501,217246,1317,"",0.88,0.44,0.44,0.43,0.35,0.36,0.44,0.79,"",118,14.1,36,1.7,49,2.3,45,2.1,1789769,5.0,-52905,-0.3,3861,1.8,38,3.0
"04027","1","54","74","0","2024","1","",5,26,26,26,598088,0,0,1769,"",10.68,0.72,0.72,0.74,1.00,0.00,0.00,1.38,"",0,0.0,-1,-3.7,-1,-3.7,1,4.0,27075,4.7,0,0.0,0,0.0,101,6.1
"04027","3","54","74","0","2024","1","N",1,0,0,0,0,0,0,0,"N",2.32,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04027","5","54","74","0","2024","1","",371,2433,2457,2413,43207639,18924984,234866,1365,"",0.64,0.44,0.45,0.45,0.37,0.41,0.12,0.83,"",28,8.2,18,0.7,41,1.7,-18,-0.7,1003364,2.4,411321,2.2,70993,43.3,24,1.8
"04999","1","54","74","0","2024","1","",2,9,9,9,247144,0,0,2112,"",0.73,0.26,0.25,0.25,0.20,0.00,0.00,0.77,"",0,0.0,1,12.5,0,0.0,0,0.0,2719,1.1,0,0.0,0,0.0,-57,-2.6
"04999","3","54","74","0","2024","1","N",1,0,0,0,0,0,0,0,"N",0.40,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04999","5","54","74","0","2024","1","",6710,11547,11556,11459,352127576,96074660,2131448,2351,"",1.96,2.14,2.12,2.10,1.42,1.39,1.62,0.67,"",764,12.8,227,2.0,159,1.4,176,1.6,21148838,6.4,-232241,-0.2,43283,2.1,105,4.7
"05000","1","54","54","0","2024","1","",34,842,847,853,17278555,0,0,1569,"",2.84,1.44,1.44,1.44,1.50,0.00,0.00,1.04,"",2,6.2,10,1.2,6,0.7,9,1.1,676470,4.1,0,0.0,0,0.0,47,3.1
"05000","2","54","54","0","2024","1","",1,51,51,51,677964,0,0,1023,"",0.17,0.23,0.22,0.22,0.17,0.00,0.00,0.74,"",0,0.0,0,0.0,0,0.0,0,0.0,5147,0.8,0,0.0,0,0.0,8,0.8
"05000","3","54","54","0","2024","1","",12,102,101,101,1670253,94398,189,1268,"",1.09,0.57,0.56,0.55,0.56,0.35,0.14,1.00,"",0,0.0,-1,-1.0,0,0.0,-1,-1.0,27284,1.7,-3085,-3.2,-104,-35.5,29,2.3
"05000","5","54","54","0","2024","1","",14094,51129,51813,51634,1031168116,336374501,3616695,1539,"",0.95,0.57,0.57,0.57,0.45,0.49,0.61,0.79,"",1137,8.8,1688,3.4,1830,3.7,1854,3.7,74195647,7.8,10587948,3.2,-447250,-11.0,59,4.0
"05001","1","54","74","0","2024","1","",1,25,26,26,482043,0,0,1445,"",13.85,5.81,6.02,5.95,6.78,0.00,0.00,1.15,"",0,0.0,1,4.2,1,4.0,1,4.0,29980,6.6,0,0.0,0,0.0,35,2.5
"05001","5","54","74","0","2024","1","",26,176,180,182,3842740,1399107,24497,1648,"",0.29,0.27,0.27,0.27,0.27,0.24,0.43,1.01,"",-44,-62.9,-96,-35.3,-93,-34.1,-85,-31.8,-1075372,-21.9,-625775,-30.9,-2467,-9.1,250,17.9
"05003","5","54","74","0","2024","1","",16,57,58,55,600804,357237,4101,816,"",0.22,0.14,0.14,0.13,0.07,0.11,0.13,0.53,"",-1,-5.9,15,35.7,14,31.8,10,22.2,218113,57.0,115695,47.9,2815,218.9,142,21.1
"05005","1","54","74","0","2024","1","",2,53,53,53,1076864,0,0,1563,"",13.10,7.30,7.25,7.17,10.64,0.00,0.00,1.47,"",0,0.0,3,6.0,3,6.0,0,0.0,54793,5.4,0,0.0,0,0.0,21,1.4
"05005","5","54","74","0","2024","1","N",94,0,0,0,0,0,0,0,"N",0.49,0,0,0,0,0,0,0,"N",2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05007","1","54","74","0","2024","1","",1,28,27,26,401362,0,0,1143,"",1.02,0.43,0.41,0.40,0.18,0.00,0.00,0.45,"",0,0.0,1,3.7,-1,-3.6,-2,-7.1,1039,0.3,0,0.0,0,0.0,30,2.7
"05007","3","54","74","0","2024","1","",5,38,38,39,856127,0,0,1718,"",5.56,1.91,1.89,1.93,1.52,0.00,0.00,0.79,"",0,0.0,1,2.7,1,2.7,2,5.4,50116,6.2,0,0.0,0,0.0,42,2.5
"05007","5","54","74","0","2024","1","",1250,9541,9704,9654,210697726,62503518,591153,1682,"",1.03,0.96,0.97,0.96,0.49,0.61,0.90,0.51,"",116,10.2,362,3.9,368,3.9,513,5.6,11840048,6.0,1638818,2.7,-74592,-11.2,23,1.4
"05009","5","54","74","0","2024","1","",64,191,218,214,2361249,1284651,10565,875,"",0.45,0.19,0.21,0.21,0.12,0.18,0.19,0.58,"",3,4.9,-33,-14.7,-4,-1.8,-20,-8.5,-83068,-3.4,-53059,-4.0,-1766,-14.3,45,5.4
"05011","5","54","74","0","2024","1","",16,68,69,71,449993,354427,3896,499,"",0.34,0.26,0.27,0.28,0.10,0.20,0.28,0.37,"",2,14.3,8,13.3,8,13.1,8,12.7,61836,15.9,37388,11.8,-195,-4.8,12,2.5
"05013","5","54","74","0","2024","1","",7,11,12,8,316145,84083,2073,2353,"",0.45,0.05,0.05,0.04,0.04,0.04,0.14,0.94,"N",2,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05015","1","54","74","0","2024","1","",1,9,9,9,194125,0,0,1659,"",10.65,1.90,1.88,1.82,3.22,0.00,0.00,1.73,"",0,0.0,3,50.0,3,50.0,3,50.0,10277,5.6,0,0.0,0,0.0,-698,-29.6
"05015","5","54","74","0","2024","1","N",49,0,0,0,0,0,0,0,"N",0.42,0,0,0,0,0,0,0,"N",3,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05017","1","54","74","0","2024","1","",1,7,7,7,148372,0,0,1630,"",24.50,5.76,5.74,5.66,9.38,0.00,0.00,1.64,"",0,0.0,0,0.0,0,0.0,0,0.0,7968,5.7,0,0.0,0,0.0,87,5.6
"05017","5","54","74","0","2024","1","",13,38,37,40,418484,227838,1294,840,"",0.26,0.20,0.20,0.21,0.13,0.19,0.07,0.65,"",-1,-7.1,7,22.6,7,23.3,6,17.6,70774,20.4,29833,15.1,-35,-2.6,-5,-0.6
"05019","1","54","74","0","2024","1","",1,24,24,24,434309,0,0,1392,"",13.14,6.12,6.07,6.07,7.67,0.00,0.00,1.26,"",0,0.0,-1,-4.0,1,4.3,1,4.3,4347,1.0,0,0.0,0,0.0,-5,-0.4
"05019","5","54","74","0","2024","1","",39,223,232,227,3055094,1445930,6797,1034,"",0.41,0.37,0.38,0.38,0.27,0.40,0.17,0.73,"",-2,-4.9,7,3.2,7,3.1,0,0.0,-231767,-7.1,15022,1.0,-3025,-30.8,-101,-8.9
"05021","5","54","74","0","2024","1","",16,50,56,59,519989,334102,5266,727,"",0.32,0.24,0.26,0.27,0.15,0.22,0.27,0.57,"",0,0.0,-2,-3.8,-2,-3.4,0,0.0,65314,14.4,-8659,-2.5,2987,131.1,106,17.1
"05023","1","54","74","0","2024","1","",1,26,25,28,436080,0,0,1274,"",13.63,9.00,8.56,9.55,11.35,0.00,0.00,1.26,"",0,0.0,1,4.0,0,0.0,2,7.7,32891,8.2,0,0.0,0,0.0,50,4.1
"05023","5","54","74","0","2024","1","N",39,0,0,0,0,0,0,0,"N",0.43,0,0,0,0,0,0,0,"N",-3,-7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05025","5","54","74","0","2024","1","N",3,0,0,0,0,0,0,0,"N",0.16,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05027","5","54","74","0","2024","1","",38,100,101,100,886029,565258,2592,679,"",0.42,0.18,0.18,0.18,0.07,0.14,0.05,0.42,"",6,18.8,-5,-4.8,-1,-1.0,-1,-1.0,-15935,-1.8,-22505,-3.8,-1582,-37.9,3,0.4
"05029","1","54","74","0","2024","1","",1,6,5,5,97249,0,0,1403,"",17.26,1.95,1.62,1.61,2.07,0.00,0.00,1.20,"",0,0.0,-2,-25.0,-3,-37.5,-2,-28.6,-43891,-31.1,0,0.0,0,0.0,-13,-0.9
"05029","3","54","74","0","2024","1","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05029","5","54","74","0","2024","1","",29,104,105,99,1209239,638577,7623,906,"",0.40,0.22,0.22,0.21,0.13,0.19,0.22,0.60,"N",5,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
